,sim,m_ej,v_ej,Y_e,kappa,negative_sigma_kappa,positive_sigma_kappa,chi_sq_dof,dof,chi_sq_weighted_dof,weighted_dof,sigma_kappa,thresholded_sigma_kappa_01,thresholded_sigma_kappa_02
153,SA2_m02_v20_Ye30_spec_2022-10-06.dat,0.02,0.2,0.3,7.2076301759310155,0.005208008921729679,0.0026040044608652835,26.405166925160138,256035,1448.38415695441,4667.716697412189,0.003906006691297481,0.7207630175931016,1.4415260351862031
154,SA2_m02_v20_Ye35_spec_2022-10-06.dat,0.02,0.2,0.35,7.5181581649554925,0.005448518666878677,0.0027242593334397824,22.38039384528913,256035,1374.8809120512954,4167.753067157875,0.00408638900015923,0.7518158164955493,1.5036316329910986
155,SA2_m02_v20_Ye40_spec_2022-10-06.dat,0.02,0.2,0.4,16.21350563992233,0.011819919779881616,0.00886493983490766,8.711942357538101,256035,1192.334240451199,1870.7524164266104,0.010342429807394637,1.6213505639922332,3.2427011279844664
156,SA2_m02_v25_Ye15_spec_2022-10-10.dat,0.02,0.25,0.15,178.74209856268016,0.26876265759986495,0.25681765059545114,0.3003444552894505,256035,19.274166455137298,3989.7285721291482,0.26279015409765805,17.874209856268017,35.748419712536034
157,SA2_m02_v25_Ye175_spec_2022-10-10.dat,0.02,0.25,0.175,120.37456136969456,0.14867257850885096,0.14063622291376987,0.46402859609264185,256035,28.326651283223423,4194.197203639946,0.14465440071131042,12.037456136969457,24.074912273938914
158,SA2_m02_v25_Ye20_spec_2022-10-10.dat,0.02,0.25,0.2,64.33619333843053,0.04926119635747739,0.044977614065516036,2.024588081240584,256035,89.10218478474258,5817.650943495106,0.04711940521149671,6.433619333843054,12.867238667686108
159,SA2_m02_v25_Ye225_spec_2022-10-10.dat,0.02,0.25,0.225,47.081176342538534,0.03762167614646472,0.03605410630702721,2.0908637955789255,256035,134.78341188957592,3971.81154858755,0.03683789122674597,4.7081176342538535,9.416235268507707
160,SA2_m02_v25_Ye25_spec_2022-10-10.dat,0.02,0.25,0.25,5.420204096627841,0.003977003689556113,0.0034346850046169664,13.804670700840363,256035,1572.0713716735559,2248.2941465482045,0.00370584434708654,0.5420204096627841,1.0840408193255682
161,SA2_m02_v25_Ye30_spec_2022-10-10.dat,0.02,0.25,0.3,9.347707439560528,0.006546777709509399,0.005611523751008818,14.852256756607677,256035,1403.9402265058363,2708.5893593506476,0.006079150730259109,0.9347707439560529,1.8695414879121057
162,SA2_m02_v25_Ye35_spec_2022-10-10.dat,0.02,0.25,0.35,10.45948783923819,0.008035681680249596,0.0076863042158912265,16.316385025903205,256035,1426.5179630090572,2928.5054576495386,0.007860992948070411,1.045948783923819,2.091897567847638
163,SA2_m02_v25_Ye40_spec_2022-10-10.dat,0.02,0.25,0.4,5.799219620880091,0.00503766091922575,0.00445639235162254,11.259444066358462,256035,1780.5316512116794,1619.073583762631,0.004747026635424145,0.5799219620880092,1.1598439241760183
164,SA2_m02_v30_Ye15_spec_2022-10-06.dat,0.02,0.3,0.15,265.6096497440774,0.5300091120157049,0.5123421416151928,0.23402457436802873,256035,22.15684785706296,2704.2872833203105,0.5211756268154488,26.56096497440774,53.12192994881548
165,SA2_m02_v30_Ye175_spec_2022-10-11.dat,0.02,0.3,0.175,141.13882287124449,0.22600668872311758,0.22600668872311758,0.3915570210828737,256035,37.1765521057258,2696.654106272353,0.22600668872311758,14.113882287124449,28.227764574248898
166,SA2_m02_v30_Ye20_spec_2022-10-06.dat,0.02,0.3,0.2,73.99462175974915,0.07665402177320857,0.07170860101363985,1.1567460340867461,256035,85.83239694843378,3450.5324488995802,0.07418131139342421,7.399462175974915,14.79892435194983
167,SA2_m02_v30_Ye225_spec_2022-10-11.dat,0.02,0.3,0.225,73.86022872489609,0.07873569029753469,0.07627519997573984,1.1815224553939703,256035,122.02550717663604,2479.080881252967,0.07750544513663726,7.386022872489609,14.772045744979218
168,SA2_m02_v30_Ye25_spec_2022-10-06.dat,0.02,0.3,0.25,11.919647071429145,0.008345561154918357,0.007550745806829795,9.045960190617532,256035,1353.6912076911742,1710.938509643583,0.007948153480874076,1.1919647071429145,2.383929414285829
169,SA2_m02_v30_Ye30_spec_2022-10-06.dat,0.02,0.3,0.3,10.305181541604966,0.0061960172943251735,0.005507570928291017,16.05686990572512,256035,1443.3785315178254,2848.2623210345005,0.005851794111308095,1.0305181541604966,2.0610363083209933
170,SA2_m02_v30_Ye35_spec_2022-10-06.dat,0.02,0.3,0.35,22.500282550160918,0.02247817900747151,0.020979633740303427,8.852934565160421,256035,1269.2077895351165,1785.8865349550663,0.02172890637388747,2.2500282550160917,4.500056510032183
171,SA2_m02_v30_Ye40_spec_2022-10-06.dat,0.02,0.3,0.4,8.664918369120818,0.006367326489993275,0.006077902558629944,7.430742848249947,256035,1640.600013705668,1159.655144006965,0.006222614524311609,0.8664918369120818,1.7329836738241635
172,SA2_m033_v235_Ye179_spec_2022-10-08.dat,0.033,0.235,0.179,90.37769669590324,0.10551274652200959,0.10249809662138887,0.48853650415845234,256035,24.059287734396364,5198.925472069783,0.10400542157169923,9.037769669590324,18.075539339180647
173,SA2_m03_v20_Ye175_spec_2022-10-11.dat,0.03,0.2,0.175,96.62470249771842,0.11574708559746227,0.10610149513101419,0.3872107366262361,256035,17.458063830549673,5678.7225613538685,0.11092429036423823,9.662470249771843,19.324940499543686
174,SA2_m03_v20_Ye225_spec_2022-10-11.dat,0.03,0.2,0.225,26.750662098445,0.023169619220134052,0.022278480019359392,2.1679085244914487,256035,150.87709401235256,3678.891502395482,0.022724049619746722,2.6750662098445,5.350132419689
175,SA2_m03_v25_Ye15_spec_2022-10-10.dat,0.03,0.25,0.15,152.84817264863347,0.22936018037543704,0.21916639458095233,0.291052182811603,256035,16.719181681426395,4457.12876659231,0.22426328747819468,15.284817264863348,30.569634529726695
176,SA2_m03_v25_Ye175_spec_2022-10-10.dat,0.03,0.25,0.175,103.60918696586432,0.130952390770247,0.12406015967707162,0.45242230642568393,256035,24.80803330424018,4669.291749374641,0.12750627522365932,10.360918696586433,20.721837393172866
177,SA2_m03_v25_Ye20_spec_2022-10-10.dat,0.03,0.25,0.2,56.19114397486443,0.04496715477890234,0.041219891880665216,1.8507428919466704,256035,74.94461383784801,6322.735311770501,0.04309352332978378,5.6191143974864435,11.238228794972887
178,SA2_m03_v25_Ye225_spec_2022-10-10.dat,0.03,0.25,0.225,40.955616689820324,0.034113192531791015,0.03274866483052108,1.858093920343456,256035,116.19037016250363,4094.4621850310987,0.03343092868115605,4.095561668982032,8.191123337964065
179,SA2_m03_v25_Ye25_spec_2022-10-10.dat,0.03,0.25,0.25,4.462835185759652,0.0029802401948346713,0.002831228185092627,15.399923251126285,256035,1472.8637316405143,2677.0428688677066,0.002905734189963649,0.44628351857596527,0.8925670371519305
180,SA2_m03_v25_Ye30_spec_2022-10-10.dat,0.03,0.25,0.3,7.772487183102204,0.0049312048244072315,0.0046716677283855645,17.174745342162208,256035,1359.0225292362047,3235.6607996424336,0.004801436276396398,0.7772487183102205,1.554497436620441
181,SA2_m03_v25_Ye35_spec_2022-10-10.dat,0.03,0.25,0.35,8.578626766350158,0.00630454773962974,0.005444836684226573,18.51800889953787,256035,1355.750624840628,3497.1463938292677,0.005874692211928156,0.8578626766350159,1.7157253532700318
182,SA2_m03_v25_Ye40_spec_2022-10-10.dat,0.03,0.25,0.4,4.658879167072524,0.004180156947618308,0.0033441255580948237,12.915203301080755,256035,1723.9636827097222,1918.105416231668,0.0037621412528565656,0.4658879167072524,0.9317758334145048
183,SA2_m03_v30_Ye175_spec_2022-10-11.dat,0.03,0.3,0.175,118.21349944922535,0.19302735801562676,0.1851486903415207,0.40422192282540853,256035,33.957497561783306,3047.779354833247,0.18908802417857373,11.821349944922536,23.642699889845073
184,SA2_m03_v30_Ye225_spec_2022-10-11.dat,0.03,0.3,0.225,63.70399035611417,0.06786157197674925,0.0657408978524785,1.2196565535165782,256035,109.61223434117274,2848.904299383668,0.06680123491461387,6.370399035611417,12.740798071222834
185,SA2_m045_v187_Ye204_spec_2022-10-08.dat,0.045,0.187,0.204,33.70705655917622,0.034868399210296275,0.03149403799639572,1.169179300401068,256035,71.65847429267477,4177.465751720426,0.033181218603346,3.3707056559176225,6.741411311835245
186,SA2_m045_v240_Ye245_spec_2022-10-08.dat,0.045,0.24,0.245,13.741114502494543,0.012846665422456383,0.011470236984335358,2.8829991565672293,256035,272.75377448406414,2706.282215334906,0.01215845120339587,1.3741114502494545,2.748222900498909
187,SA2_m055_v260_Ye233_spec_2022-10-08.dat,0.055,0.26,0.233,30.03282025788126,0.029105946412638417,0.027098639763490695,1.61413620955471,256035,116.37072863910754,3551.3687096950503,0.028102293088064556,3.003282025788126,6.006564051576252
188,SA2_m058_v210_Ye278_spec_2022-10-08.dat,0.058,0.21,0.278,3.700697991791222,0.0019867746873964975,0.0013245164582640356,25.335585742365964,256035,1274.2278890667887,5090.766534938605,0.0016556455728302666,0.3700697991791222,0.7401395983582444
189,SA2_m05_v20_Ye175_spec_2022-10-11.dat,0.05,0.2,0.175,82.31342542389439,0.10426540996041922,0.09877775680462264,0.34629909589893915,256035,14.58203674726081,6080.404991102513,0.10152158338252093,8.23134254238944,16.46268508477888
190,SA2_m05_v20_Ye225_spec_2022-10-11.dat,0.05,0.2,0.225,21.875216312939582,0.020466328853473215,0.0182735079048868,2.0830655527242223,256035,133.26113121593886,4002.199920751954,0.019369918379180007,2.1875216312939583,4.3750432625879165
191,SA2_m05_v25_Ye15_spec_2022-10-10.dat,0.05,0.25,0.15,128.06773388384593,0.19615802076606315,0.19189371596681326,0.27128536116317403,256035,13.775488349637808,5042.184036055572,0.1940258683664382,12.806773388384594,25.613546776769187
192,SA2_m05_v25_Ye175_spec_2022-10-10.dat,0.05,0.25,0.175,87.75706340584318,0.11412793146800482,0.11120157425085608,0.4210775527456008,256035,20.54251256042668,5248.169662795163,0.11266475285943045,8.77570634058432,17.55141268116864
193,SA2_m05_v25_Ye20_spec_2022-10-10.dat,0.05,0.25,0.2,47.92275102538846,0.04157254480623607,0.03837465674421736,1.5887244721246585,256035,59.33048120912419,6855.988050841591,0.039973600775226714,4.792275102538846,9.584550205077692
194,SA2_m05_v25_Ye225_spec_2022-10-10.dat,0.05,0.25,0.225,34.50171307301297,0.032283922871471304,0.03113092562605857,1.5332789267114293,256035,94.73386956329865,4143.956874243946,0.03170742424876494,3.4501713073012974,6.900342614602595
195,SA2_m05_v25_Ye25_spec_2022-10-10.dat,0.05,0.25,0.25,3.607758255036121,0.002167581187625167,0.002047160010534732,17.408031469486257,256035,1341.290999643238,3322.9667078027232,0.0021073705990799496,0.36077582550361215,0.7215516510072243
196,SA2_m05_v25_Ye30_spec_2022-10-10.dat,0.05,0.25,0.3,6.229616327852052,0.004502105272017332,0.002251052636008666,20.630026438238037,256035,1299.2796837979245,4065.3362666877356,0.0033765789540129987,0.6229616327852052,1.2459232655704104
197,SA2_m05_v25_Ye35_spec_2022-10-10.dat,0.05,0.25,0.35,6.8172040778641785,0.006160311883587788,0.0024641247534349375,20.454670397188092,256035,1258.7880360040513,4160.439554040374,0.004312218318511363,0.6817204077864178,1.3634408155728357
198,SA2_m05_v25_Ye40_spec_2022-10-10.dat,0.05,0.25,0.4,2.8025268661661333,0.00196422408642416,0.0017771551258127793,13.632790757485662,256035,1477.9553262662942,2361.6895041142384,0.0018706896061184697,0.28025268661661334,0.5605053732332267
199,SA2_m05_v30_Ye175_spec_2022-10-11.dat,0.05,0.3,0.175,96.07680145247019,0.156766063541113,0.15036744870268137,0.41645674968652036,256035,29.149008176866786,3658.0148202301402,0.15356675612189719,9.60768014524702,19.21536029049404
200,SA2_m05_v30_Ye225_spec_2022-10-11.dat,0.05,0.3,0.225,53.26055109720217,0.05677624248748003,0.055001984909750945,1.2060337537295784,256035,92.90496051600185,3323.685306157226,0.05588911369861549,5.326055109720217,10.652110219440434
201,SA2_m065_v190_Ye162_spec_2022-10-17.dat,0.065,0.19,0.162,96.93333861830287,0.14217126616127018,0.135708935881226,0.23047634504474432,256035,9.64892621621121,6115.70755970629,0.1389401010212481,9.693333861830288,19.386667723660576
202,SA2_m065_v20_Ye15_spec_2022-10-06.dat,0.065,0.2,0.15,159.05959078999996,0.24923905273067248,0.2439360941619384,0.17435314578406114,256035,7.475678209068497,5971.432481760675,0.24658757344630544,15.905959078999997,31.811918157999994
203,SA2_m065_v20_Ye175_spec_2022-10-11.dat,0.065,0.2,0.175,76.2653626735435,0.10189263370936885,0.09679800202390254,0.3161422041206495,256035,13.00156714094447,6225.670209949055,0.0993453178666357,7.626536267354351,15.253072534708702
204,SA2_m065_v20_Ye20_spec_2022-10-06.dat,0.065,0.2,0.2,32.54185136132539,0.02933411190237223,0.026074766135437244,1.4075993307515953,256035,52.82295262049174,6822.69121225109,0.027704439018904736,3.2541851361325396,6.508370272265079
205,SA2_m065_v20_Ye225_spec_2022-10-11.dat,0.065,0.2,0.225,19.929332933447036,0.018627720933238834,0.017297169438005966,2.0541185956730645,256035,124.73439148954877,4216.3692656264675,0.0179624451856224,1.9929332933447037,3.9858665866894074
206,SA2_m065_v20_Ye25_spec_2022-10-06.dat,0.065,0.2,0.25,2.010329304149423,0.0010573778436251402,0.0003524592812085281,39.38439549971264,256035,1626.2415003449214,6200.668043233543,0.0007049185624168341,0.2010329304149423,0.4020658608298846
207,SA2_m065_v20_Ye30_spec_2022-10-06.dat,0.065,0.2,0.3,4.5483569252806735,0.0021279218350827023,0.0019759274182913344,31.319599596783487,256035,1320.6770605089243,6071.820222024878,0.0020519246266870184,0.4548356925280674,0.9096713850561348
208,SA2_m065_v20_Ye35_spec_2022-10-06.dat,0.065,0.2,0.35,4.852553408865717,0.002431585666471392,0.002269479955373299,25.92899130618712,256035,1193.8571335379079,5560.740144347283,0.0023505328109223456,0.4852553408865717,0.9705106817731434
209,SA2_m065_v20_Ye40_spec_2022-10-06.dat,0.065,0.2,0.4,8.467763772315923,0.006144860490042703,0.0030724302450213514,12.014473158829976,256035,1132.2590186066589,2716.8038272783797,0.004608645367532027,0.8467763772315924,1.6935527544631848
210,SA2_m065_v25_Ye15_spec_2022-10-10.dat,0.065,0.25,0.15,117.7233687809583,0.18815355702942327,0.1842336912579725,0.2542640263494444,256035,12.252342581264799,5313.309643000509,0.1861936241436979,11.77233687809583,23.54467375619166
211,SA2_m065_v25_Ye175_spec_2022-10-10.dat,0.065,0.25,0.175,80.9801280482304,0.11083725025379465,0.10543055511945454,0.3988268419672133,256035,18.386811886598732,5553.634371900068,0.1081339026866246,8.09801280482304,16.19602560964608
212,SA2_m065_v25_Ye20_spec_2022-10-10.dat,0.065,0.25,0.2,44.25296461447992,0.0398815081890902,0.038404415293193495,1.446703833596831,256035,52.273797739291716,7085.898328686908,0.039142961741141846,4.425296461447992,8.850592922895984
213,SA2_m065_v25_Ye225_spec_2022-10-10.dat,0.065,0.25,0.225,31.636228047624638,0.0305842357990187,0.029529606978364598,1.375768350937592,256035,85.1430817181813,4137.093027689749,0.03005692138869165,3.163622804762464,6.327245609524928
214,SA2_m065_v25_Ye25_spec_2022-10-10.dat,0.065,0.25,0.25,3.280693318470113,0.001972854914639832,0.001753648813013431,18.071454540976045,256035,1269.5737933704736,3644.4709929898668,0.0018632518638266315,0.3280693318470113,0.6561386636940226
215,SA2_m065_v25_Ye30_spec_2022-10-10.dat,0.065,0.25,0.3,5.605669970965394,0.0033687358142859836,0.0028072798452374315,22.343519378465352,256035,1274.143261795194,4489.858523448305,0.0030880078297617075,0.5605669970965395,1.121133994193079
216,SA2_m065_v25_Ye35_spec_2022-10-10.dat,0.065,0.25,0.35,6.154441467587063,0.004112488242820511,0.0037012394185387265,20.979191587537052,256035,1196.3004941703334,4490.015129384582,0.003906863830679619,0.6154441467587063,1.2308882935174126
217,SA2_m065_v25_Ye40_spec_2022-10-10.dat,0.065,0.25,0.4,2.470075906435088,0.0017423825814630867,0.001306786936097204,14.261604553224428,256035,1395.5429886675788,2616.5227093943745,0.0015245847587801453,0.2470075906435088,0.4940151812870176
218,SA2_m0675_v240_Ye209_spec_2022-10-17.dat,0.0675,0.24,0.209,38.2723543809344,0.035646600338168355,0.03437350746894907,1.3343450442940632,256035,59.020226841260886,5788.507630353455,0.03501005390355871,3.8272354380934406,7.654470876186881
219,SA2_m075_v22_Ye31_spec_2022-10-17.dat,0.075,0.22,0.31,4.761628452885909,0.002542798432861204,0.0022249486287533315,28.762829222287007,256035,1301.2886457645563,5659.229413779642,0.002383873530807268,0.47616284528859093,0.9523256905771819
220,SA2_m08_v20_Ye175_spec_2022-10-11.dat,0.08,0.2,0.175,72.03390160908978,0.10081217799043429,0.09601159808612181,0.2918989281342684,256035,12.056556166146882,6198.813411968053,0.09841188803827805,7.203390160908978,14.406780321817957
221,SA2_m08_v20_Ye225_spec_2022-10-11.dat,0.08,0.2,0.225,18.435156257774388,0.017822730367722528,0.01597899964002991,2.0480900083949907,256035,118.72252093007236,4416.876605983402,0.01690086500387622,1.8435156257774388,3.6870312515548775
222,SA2_m08_v25_Ye15_spec_2022-10-10.dat,0.08,0.25,0.15,111.2605379208316,0.1818862114241142,0.17817424792566783,0.24165947693383097,256035,11.210219288103074,5519.3643038202545,0.18003022967489102,11.12605379208316,22.25210758416632
223,SA2_m08_v25_Ye175_spec_2022-10-10.dat,0.08,0.25,0.175,76.03547578833206,0.10645853764846436,0.10138908347472864,0.3859025733798969,256035,17.033786886725018,5800.5049630111025,0.1039238105615965,7.603547578833207,15.207095157666414
224,SA2_m08_v25_Ye20_spec_2022-10-10.dat,0.08,0.25,0.2,41.41167417770353,0.03996534222378045,0.03720911172558061,1.324193611688299,256035,46.959340745433416,7219.860968801691,0.03858722697468053,4.141167417770354,8.282334835540707
225,SA2_m08_v25_Ye225_spec_2022-10-10.dat,0.08,0.25,0.225,29.466152747936505,0.030502754418247235,0.028534834778358942,1.2532886708542534,256035,78.02931605008176,4112.374439322444,0.02951879459830309,2.9466152747936505,5.893230549587301
226,SA2_m08_v25_Ye25_spec_2022-10-10.dat,0.08,0.25,0.25,3.058122698141425,0.0027148703176771427,0.0010859481270713012,18.40562113453788,256035,1207.5986656179082,3902.3587399958797,0.001900409222374222,0.30581226981414256,0.6116245396282851
227,SA2_m08_v25_Ye30_spec_2022-10-10.dat,0.08,0.25,0.3,5.1705553172555785,0.0037180973912045445,0.0018590486956027164,23.528221315461074,256035,1246.0978892900234,4834.329787635173,0.0027885730434036304,0.5170555317255578,1.0341110634511157
228,SA2_m08_v25_Ye35_spec_2022-10-10.dat,0.08,0.25,0.35,5.693596415393265,0.0037990868036059666,0.003229223783064228,21.436645536550422,256035,1165.5514979766933,4708.956703739261,0.0035141552933350972,0.5693596415393265,1.138719283078653
229,SA2_m08_v25_Ye40_spec_2022-10-10.dat,0.08,0.25,0.4,2.1956149441600057,0.0013941111146436036,0.0012473625762603469,14.408032530798652,256035,1301.793820182971,2833.7518213940652,0.0013207368454519752,0.2195614944160006,0.4391229888320012
