,sim,m_ej,v_ej,Y_e,kappa,negative_sigma_kappa,positive_sigma_kappa,chi_sq_dof,dof,sigma_kappa
264,SA1_m08_v15_Ye25_spec_2020-09-17.dat,0.08,0.15,0.25,0.3034651022069679,0.00032826074072367373,0.00010942024690790975,202.85461099997391,25299,0.00021884049381579174
265,SA1_m08_v15_Ye30_spec_2020-09-17.dat,0.08,0.15,0.3,0.44323781388491185,0.0004847868115087084,0.00016159560383621763,195.28495533910674,25299,0.000323191207672463
266,SA1_m08_v15_Ye35_spec_2020-09-17.dat,0.08,0.15,0.35,0.35512124443321264,0.0002583242847554179,0.0001291621423776812,161.00772065954968,25299,0.00019374321356654955
267,SA1_m08_v15_Ye40_spec_2020-09-17.dat,0.08,0.15,0.4,0.32186679920718947,0.00046443305913207444,0.00011610826478303249,66.73629964358429,25299,0.00029027066195755347
268,SA1_m08_v15_Ye45_spec_2020-09-17.dat,0.08,0.15,0.45,0.031216748749115654,0.021216748749115652,2.7031148871342614e-06,56.97718851142007,25299,0.010609725932001393
269,SA1_m08_v15_Ye50_spec_2020-09-17.dat,0.08,0.15,0.5,0.7605319729589112,0.0008404613359003221,0.0002801537786333297,484.4470650223617,25299,0.0005603075572668259
270,SA1_m08_v20_Ye05_spec_2020-07-10.dat,0.08,0.2,0.05,35.16307866842379,0.08479510914565225,0.07671938446510751,0.9207440041129923,24793,0.08075724680537988
271,SA1_m08_v20_Ye10_spec_2020-07-10.dat,0.08,0.2,0.1,38.993289980742276,0.08941146098144515,0.0864310789487277,0.9702277748518974,24793,0.08792126996508642
272,SA1_m08_v20_Ye15_spec_2020-07-10.dat,0.08,0.2,0.15,49.48233320807367,0.12456628014462723,0.11324207285875332,0.7913353198613091,24793,0.11890417650169027
273,SA1_m08_v20_Ye20_spec_2020-07-10.dat,0.08,0.2,0.2,9.268970955372863,0.012777130633322642,0.011712369747213458,6.420073726814379,24793,0.01224475019026805
274,SA1_m08_v20_Ye25_spec_2020-07-10.dat,0.08,0.2,0.25,0.294033221923693,0.00031676567500782404,0.00010558855833592284,194.57354451422393,24793,0.00021117711667187344
275,SA1_m08_v20_Ye30_spec_2020-07-10.dat,0.08,0.2,0.3,0.8605011809129142,0.0007930691291635483,0.0004956682057272177,133.18910015499472,24793,0.000644368667445383
276,SA1_m08_v20_Ye35_spec_2020-07-10.dat,0.08,0.2,0.35,0.8631772372954061,0.0009554056408683786,0.0006369370939122154,112.4939196372557,24793,0.000796171367390297
277,SA1_m08_v20_Ye40_spec_2020-07-10.dat,0.08,0.2,0.4,1.8062775666982867,0.002008510137940789,0.0006695033793135963,61.53694977848289,24793,0.0013390067586271925
278,SA1_m08_v20_Ye45_spec_2020-07-10.dat,0.08,0.2,0.45,0.016501139314343303,0.006501139314343303,9.058296383361586e-07,74.43086984821402,24793,0.0032510225719908194
279,SA1_m08_v20_Ye50_spec_2020-07-10.dat,0.08,0.2,0.5,0.9731331648360619,0.0007155521284071265,0.00035777606420361874,453.9171149694798,24793,0.0005366640963053726
280,SA1_m08_v30_Ye05_spec_2020-07-10.dat,0.08,0.3,0.05,43.1801053839148,0.1380625167805718,0.13313171260983836,1.1905537982041834,22263,0.13559711469520508
281,SA1_m08_v30_Ye10_spec_2020-07-10.dat,0.08,0.3,0.1,46.977325134500845,0.14598947905896864,0.13517544357311806,1.2695291724681872,22263,0.14058246131604335
282,SA1_m08_v30_Ye15_spec_2020-07-10.dat,0.08,0.3,0.15,50.63029778175687,0.16223548672918042,0.15064723767709864,1.2247498012086344,22263,0.15644136220313953
283,SA1_m08_v30_Ye20_spec_2020-07-10.dat,0.08,0.3,0.2,14.623418116761925,0.032486294442596986,0.021657529628399175,5.453279140101623,22263,0.02707191203549808
284,SA1_m08_v30_Ye25_spec_2020-07-10.dat,0.08,0.3,0.25,0.740689810200821,0.0007680659323119343,0.0005973846140203687,82.14406739910483,22263,0.0006827252731661515
285,SA1_m08_v30_Ye30_spec_2020-07-10.dat,0.08,0.3,0.3,1.4550409768709602,0.0016115698626812947,0.0010743799084542704,98.51517336787084,22263,0.0013429748855677826
286,SA1_m08_v30_Ye35_spec_2020-07-10.dat,0.08,0.3,0.35,2.4761795094934262,0.003660377750639654,0.0027452833129797405,60.34384713273828,22263,0.0032028305318096972
287,SA1_m08_v30_Ye40_spec_2020-07-10.dat,0.08,0.3,0.4,0.7701853355989288,0.0008503191673365773,0.0005668794448910885,72.5214011742124,22263,0.0007085993061138329
288,SA1_m08_v30_Ye45_spec_2020-07-10.dat,0.08,0.3,0.45,0.01,0.001159111222382974,3.864992405410578e-07,50.2384887662907,22263,0.0005797488608117575
289,SA1_m08_v30_Ye50_spec_2020-07-10.dat,0.08,0.3,0.5,0.7886990288683288,0.0008703789443386123,0.00029012631477964845,413.91181271083633,22263,0.0005802526295591304
290,SA1_m08_v40_Ye05_spec_2020-07-10.dat,0.08,0.4,0.05,64.90501969124921,0.3285115257816784,0.3285115257816784,1.591392000695882,18215,0.3285115257816784
291,SA1_m08_v40_Ye10_spec_2020-07-10.dat,0.08,0.4,0.1,62.93739446559585,0.3101354245374637,0.3101354245374637,1.6283929736909553,18215,0.3101354245374637
292,SA1_m08_v40_Ye15_spec_2020-07-10.dat,0.08,0.4,0.15,74.02472436291501,0.3644361462116734,0.3644361462116734,1.6862262453027272,18215,0.3644361462116734
293,SA1_m08_v40_Ye20_spec_2020-07-10.dat,0.08,0.4,0.2,37.668199722244495,0.1554714615890589,0.155471461589066,2.2189426762828504,18215,0.15547146158906244
294,SA1_m08_v40_Ye25_spec_2020-07-10.dat,0.08,0.4,0.25,10.555306256922501,0.01960094099799825,0.011760564598798595,41.526724584850214,18215,0.015680752798398423
295,SA1_m08_v40_Ye30_spec_2020-07-10.dat,0.08,0.4,0.3,2.510423874796838,0.004628700249531548,0.001851480099812619,112.79914712593815,18215,0.0032400901746720834
296,SA1_m08_v40_Ye35_spec_2020-07-10.dat,0.08,0.4,0.35,6.136822849108908,0.011396619883014658,0.004558647953206041,123.6404938813015,18215,0.00797763391811035
297,SA1_m08_v40_Ye40_spec_2020-07-10.dat,0.08,0.4,0.4,7.5962165981957535,0.007877882761289534,0.006127242147669243,91.55961641585222,18215,0.0070025624544793885
298,SA1_m08_v40_Ye45_spec_2020-07-10.dat,0.08,0.4,0.45,0.01,0.001159111222382974,3.864992405410578e-07,86.15462174088961,18215,0.0005797488608117575
299,SA1_m08_v40_Ye50_spec_2020-07-10.dat,0.08,0.4,0.5,0.5086321639209783,0.0005581703327472987,0.0001860567775825439,375.8716508533379,18215,0.0003721135551649213
300,SA2_m002_v30_Ye175_spec_2022-10-11.dat,0.002,0.3,0.175,129.56230299268188,0.22360911058842703,0.20870183654920993,2.78424315850619,22263,0.21615547356881848
301,SA2_m002_v30_Ye225_spec_2022-10-11.dat,0.002,0.3,0.225,69.5917942145479,0.11200979452515014,0.09600839530726546,5.706853535130004,22263,0.1040090949162078
302,SA2_m01_v25_Ye15_spec_2022-10-10.dat,0.01,0.25,0.15,75.2737196176217,0.13009309889343967,0.11274735237431344,3.0211797583999083,23781,0.12142022563387656
303,SA2_m01_v25_Ye175_spec_2022-10-10.dat,0.01,0.25,0.175,49.022185182622245,0.09083058781063613,0.054498352686387364,4.664445877326719,23781,0.07266447024851175
304,SA2_m01_v25_Ye20_spec_2022-10-10.dat,0.01,0.25,0.2,24.33901374660011,0.022426551425343888,0.014016594640843039,23.658915573820728,23781,0.018221573033093463
305,SA2_m01_v25_Ye225_spec_2022-10-10.dat,0.01,0.25,0.225,17.814247712403166,0.016429614041616247,0.012322210531216626,27.26584461262082,23781,0.014375912286416437
306,SA2_m01_v25_Ye25_spec_2022-10-10.dat,0.01,0.25,0.25,1.746224787241854,0.0025865546178649446,0.0006466386544663472,114.36639403245346,23781,0.0016165966361656459
307,SA2_m01_v25_Ye30_spec_2022-10-10.dat,0.01,0.25,0.3,3.450734881335268,0.005118237086404243,0.0012795592716012827,123.5711162866175,23781,0.0031988981790027626
308,SA2_m01_v25_Ye35_spec_2022-10-10.dat,0.01,0.25,0.35,3.898137798626632,0.004037562174101783,0.0031403261354125966,129.34396555551757,23781,0.00358894415475719
309,SA2_m01_v25_Ye40_spec_2022-10-10.dat,0.01,0.25,0.4,2.146076797110262,0.003203021144715379,0.002463862419011864,95.61503435264795,23781,0.0028334417818636215
310,SA2_m01_v30_Ye175_spec_2022-10-11.dat,0.01,0.3,0.175,61.021940308373026,0.11306882933352824,0.09045506346682686,4.0946156100361115,22263,0.10176194640017755
311,SA2_m01_v30_Ye225_spec_2022-10-11.dat,0.01,0.3,0.225,29.8110883824428,0.04426452043437479,0.022132260217187394,12.172023216891263,22263,0.03319839032578109
312,SA2_m01_v35_Ye15_spec_2022-10-11.dat,0.01,0.35,0.15,103.61342830423719,0.22493225438525144,0.2012551749762821,4.530451667325035,20745,0.21309371468076677
313,SA2_m01_v35_Ye175_spec_2022-10-11.dat,0.01,0.35,0.175,80.583796887438,0.17892034838070003,0.11928023225378581,4.81320973864971,20745,0.14910029031724292
314,SA2_m01_v35_Ye20_spec_2022-10-11.dat,0.01,0.35,0.2,48.16120507007535,0.08299636343490846,0.06639709074792677,7.427292167255818,20745,0.07469672709141761
315,SA2_m01_v35_Ye225_spec_2022-10-11.dat,0.01,0.35,0.225,55.071169526288195,0.10192737787168937,0.061156426723016466,7.663942425208728,20745,0.08154190229735292
316,SA2_m01_v35_Ye25_spec_2022-10-11.dat,0.01,0.35,0.25,25.568197921501337,0.028577932823147023,0.009525977607715674,81.3644792004903,20745,0.01905195521543135
317,SA2_m01_v35_Ye30_spec_2022-10-11.dat,0.01,0.35,0.3,7.031128838330396,0.007853611675984418,0.0026178705586614726,122.6488952824945,20745,0.005235741117322945
318,SA2_m01_v35_Ye35_spec_2022-10-11.dat,0.01,0.35,0.35,12.384795559300683,0.01382143956735149,0.0046071465224493124,125.45065999266713,20745,0.009214293044900401
319,SA2_m01_v35_Ye40_spec_2022-10-11.dat,0.01,0.35,0.4,32.87630974200565,0.04539247735511509,0.03404435801633099,19.98543624729078,20745,0.03971841768572304
320,SA2_m01_v40_Ye175_spec_2022-10-11.dat,0.01,0.4,0.175,108.21644828745477,0.26033793145704465,0.2479408871019615,5.687977651057153,18215,0.25413940927950307
321,SA2_m01_v40_Ye225_spec_2022-10-11.dat,0.01,0.4,0.225,77.9127172192385,0.13466950815410428,0.1256915409438335,9.479883217213072,18215,0.1301805245489689
322,SA2_m02_v20_Ye15_spec_2022-10-06.dat,0.02,0.2,0.15,73.18748044544401,0.1359670762643077,0.08158024575857326,2.2964325215389563,24793,0.10877366101144048
323,SA2_m02_v20_Ye175_spec_2022-10-11.dat,0.02,0.2,0.175,34.654780469905226,0.06427603055640674,0.025710412222565537,4.353674913194592,24793,0.04499322138948614
324,SA2_m02_v20_Ye20_spec_2022-10-06.dat,0.02,0.2,0.2,15.143409847359498,0.01681489983040052,0.0056049666101323226,28.132169777770876,24793,0.011209933220266421
325,SA2_m02_v20_Ye225_spec_2022-10-11.dat,0.02,0.2,0.225,8.671061872448034,0.009666363696929636,0.006444242464619165,23.483484950995223,24793,0.0080553030807744
326,SA2_m02_v20_Ye25_spec_2022-10-06.dat,0.02,0.2,0.25,0.6406721378046555,0.0004702998790488966,0.00023514993952455931,333.9507941160433,24793,0.00035272490928672795
327,SA2_m02_v20_Ye30_spec_2022-10-06.dat,0.02,0.2,0.3,1.7236712563307215,0.0012783821382549299,0.0006391910691274649,270.3921619285416,24793,0.0009587866036911974
328,SA2_m02_v20_Ye35_spec_2022-10-06.dat,0.02,0.2,0.35,1.797505062303239,0.0019853814094443756,0.0006617938031483472,227.37672661259444,24793,0.0013235876062963614
329,SA2_m02_v20_Ye40_spec_2022-10-06.dat,0.02,0.2,0.4,4.092590146083498,0.004564953573704678,0.0015216511912354846,86.00519763385923,24793,0.003043302382470081
330,SA2_m02_v25_Ye15_spec_2022-10-10.dat,0.02,0.25,0.15,56.7973986070128,0.10551356114272181,0.08441084891418171,3.204816723593632,23781,0.09496220502845176
331,SA2_m02_v25_Ye175_spec_2022-10-10.dat,0.02,0.25,0.175,37.67619607189505,0.0519233595987032,0.04326946633224793,4.9628086423080315,23781,0.047596412965475565
332,SA2_m02_v25_Ye20_spec_2022-10-10.dat,0.02,0.25,0.2,19.60778877712028,0.021921463956513065,0.007307154652167469,22.784280068201166,23781,0.014614309304340267
333,SA2_m02_v25_Ye225_spec_2022-10-10.dat,0.02,0.25,0.225,14.095129862880569,0.015690824206700427,0.0052302747355650325,23.715212833057976,23781,0.01046054947113273
334,SA2_m02_v25_Ye25_spec_2022-10-10.dat,0.02,0.25,0.25,1.1976687579153182,0.0013230621142763521,0.00044102070475871,144.01147861776468,23781,0.0008820414095175311
335,SA2_m02_v25_Ye30_spec_2022-10-10.dat,0.02,0.25,0.3,2.4197821058253126,0.0026825032717905373,0.0008941677572638085,160.6891214383793,23781,0.0017883355145271729
336,SA2_m02_v25_Ye35_spec_2022-10-10.dat,0.02,0.25,0.35,2.5862410005033882,0.0038336919650348023,0.0009584229912587006,173.53207019962971,23781,0.0023960574781467514
337,SA2_m02_v25_Ye40_spec_2022-10-10.dat,0.02,0.25,0.4,0.9947008441346856,0.0014647837026919852,0.0007323918513459926,110.8160969633863,23781,0.001098587777018989
338,SA2_m02_v30_Ye15_spec_2022-10-06.dat,0.02,0.3,0.15,85.91987982212478,0.18705600548886991,0.16736589964796167,2.7030813276438854,22263,0.1772109525684158
339,SA2_m02_v30_Ye175_spec_2022-10-11.dat,0.02,0.3,0.175,44.505131343535695,0.08166815649718728,0.06635537715396111,4.471290476441398,22263,0.0740117668255742
340,SA2_m02_v30_Ye20_spec_2022-10-06.dat,0.02,0.3,0.2,22.765239249514252,0.028776314052468166,0.020928228401796645,13.46728031895433,22263,0.024852271227132405
341,SA2_m02_v30_Ye225_spec_2022-10-11.dat,0.02,0.3,0.225,22.895522112754882,0.03395478058272161,0.01697739029135903,13.959427746677143,22263,0.02546608543704032
342,SA2_m02_v30_Ye25_spec_2022-10-06.dat,0.02,0.3,0.25,2.9117009936609226,0.0032276985468979724,0.0010758995156323614,101.9732078634546,22263,0.002151799031265167
343,SA2_m02_v30_Ye30_spec_2022-10-06.dat,0.02,0.3,0.3,2.6991685415524587,0.0030113869446277697,0.0010037956482089605,186.12888117939744,22263,0.002007591296418365
344,SA2_m02_v30_Ye35_spec_2022-10-06.dat,0.02,0.3,0.35,6.164174736828144,0.009117295906412082,0.004558647953206041,101.47544127108435,22263,0.006837971929809061
345,SA2_m02_v30_Ye40_spec_2022-10-06.dat,0.02,0.3,0.4,2.025278256981246,0.002255067053690496,0.000751689017896684,81.9773219234151,22263,0.00150337803579359
346,SA2_m03_v20_Ye175_spec_2022-10-11.dat,0.03,0.2,0.175,30.562778329711364,0.05662116072963386,0.022648464291854964,4.072516846838608,24793,0.03963481251074441
347,SA2_m03_v20_Ye225_spec_2022-10-11.dat,0.03,0.2,0.225,7.414874350325848,0.010966122695780456,0.002741530673945114,21.97903415727778,24793,0.006853826684862785
348,SA2_m03_v25_Ye15_spec_2022-10-10.dat,0.03,0.25,0.15,48.8201970631947,0.07836115802447807,0.06716670687811899,3.1051644834966465,23781,0.07276393245129853
349,SA2_m03_v25_Ye175_spec_2022-10-10.dat,0.03,0.25,0.175,32.67798841546632,0.06067605574938284,0.024270422299750294,4.84574227654913,23781,0.04247323902456657
350,SA2_m03_v25_Ye20_spec_2022-10-10.dat,0.03,0.25,0.2,17.279792955136095,0.019310241843239595,0.006436747281078681,20.75596234852296,23781,0.012873494562159138
351,SA2_m03_v25_Ye225_spec_2022-10-10.dat,0.03,0.25,0.225,12.384795559300683,0.01382143956735149,0.009214293044898625,21.022956472335906,23781,0.011517866306125057
352,SA2_m03_v25_Ye25_spec_2022-10-10.dat,0.03,0.25,0.25,1.011979298480802,0.00081543466164824,0.0005824533297487111,161.14864959340844,23781,0.0006989439956984755
353,SA2_m03_v25_Ye30_spec_2022-10-10.dat,0.03,0.25,0.3,2.026029945999143,0.002255067053690496,0.000751689017896684,185.66043979193572,23781,0.00150337803579359
354,SA2_m03_v25_Ye35_spec_2022-10-10.dat,0.03,0.25,0.35,2.142954844070667,0.002389419168114859,0.0007964730560385824,197.04768334095507,23781,0.0015929461120767208
355,SA2_m03_v25_Ye40_spec_2022-10-10.dat,0.03,0.25,0.4,0.7586588062692576,0.0007859746017854219,0.0006113135791664392,124.6946869474697,23781,0.0006986440904759306
356,SA2_m03_v30_Ye175_spec_2022-10-11.dat,0.03,0.3,0.175,37.431340698491354,0.06870331255899487,0.055821441454178,4.604063220087028,22263,0.062262377006586433
357,SA2_m03_v30_Ye225_spec_2022-10-11.dat,0.03,0.3,0.225,19.982890432305158,0.036959456758523856,0.014783782703407411,14.447536287010474,22263,0.025871619730965634
358,SA2_m05_v20_Ye175_spec_2022-10-11.dat,0.05,0.2,0.175,26.261817928368853,0.03899267423448549,0.029244505675865895,3.6306058264557977,24793,0.03411858995517569
359,SA2_m05_v20_Ye225_spec_2022-10-11.dat,0.05,0.2,0.225,6.1024221060273245,0.006328698673837785,0.005625509932299266,20.79296928018739,24793,0.005977104303068526
360,SA2_m05_v25_Ye15_spec_2022-10-10.dat,0.05,0.25,0.15,41.16364959613848,0.07640855847779449,0.061126846782229904,2.901630348290886,23781,0.0687677026300122
361,SA2_m05_v25_Ye175_spec_2022-10-10.dat,0.05,0.25,0.175,27.921857508134913,0.040539687105745514,0.034138683878524034,4.515282084390389,23781,0.037339185492134774
362,SA2_m05_v25_Ye20_spec_2022-10-10.dat,0.05,0.25,0.2,14.897874406066823,0.01662211507934508,0.011081410052895535,17.72540016166327,23781,0.013851762566120307
363,SA2_m05_v25_Ye225_spec_2022-10-10.dat,0.05,0.25,0.225,10.551386068722902,0.01568075279839931,0.00784037639919788,17.2589143880262,23781,0.011760564598798595
364,SA2_m05_v25_Ye25_spec_2022-10-10.dat,0.05,0.25,0.25,0.8454006118142654,0.0006222723365468807,0.0003111361682734959,182.9845308481599,23781,0.0004667042524101883
365,SA2_m05_v25_Ye30_spec_2022-10-10.dat,0.05,0.25,0.3,1.642403695218638,0.001830733116133132,0.0006102443720443773,223.02952368939515,23781,0.0012204887440887546
366,SA2_m05_v25_Ye35_spec_2022-10-10.dat,0.05,0.25,0.35,1.737427342785367,0.0014016010148507618,0.001201372298443637,218.01648285665536,23781,0.0013014866566471994
367,SA2_m05_v25_Ye40_spec_2022-10-10.dat,0.05,0.25,0.4,0.5008599664925596,0.0004037233448621613,0.0003460485813103764,131.73313330516126,23781,0.00037488596308626887
368,SA2_m05_v30_Ye175_spec_2022-10-11.dat,0.05,0.3,0.175,30.596751026149146,0.05662116072963386,0.04529692858370993,4.741149893713468,22263,0.05095904465667189
369,SA2_m05_v30_Ye225_spec_2022-10-11.dat,0.05,0.3,0.225,16.93012170139618,0.025160032269734955,0.012580016134865701,14.318694105252717,22263,0.01887002420230033
370,SA2_m065_v20_Ye15_spec_2022-10-06.dat,0.065,0.2,0.15,51.833645800003886,0.09621917155588733,0.07697533724471839,1.8203155143935852,24793,0.08659725440030286
371,SA2_m065_v20_Ye175_spec_2022-10-11.dat,0.065,0.2,0.175,24.428719952301492,0.03363982713801761,0.030836508209851843,3.3056278494674727,24793,0.032238167673934726
372,SA2_m065_v20_Ye20_spec_2022-10-06.dat,0.065,0.2,0.2,9.879437126308982,0.014632227021955657,0.0036580567554889143,15.01991598187031,24793,0.009145141888722286
373,SA2_m065_v20_Ye225_spec_2022-10-11.dat,0.065,0.2,0.225,5.586032895306679,0.008313131413054897,0.0020782828532643904,20.380847455014315,24793,0.005195707133159644
374,SA2_m065_v20_Ye25_spec_2022-10-06.dat,0.065,0.2,0.25,0.4773224506968485,0.0005202105202562479,0.00017340350675204563,415.9216660775226,24793,0.0003468070135041468
375,SA2_m065_v20_Ye30_spec_2022-10-06.dat,0.065,0.2,0.3,1.1518925843035115,0.001277761190940252,0.000425920396980084,324.37745449523334,24793,0.000851840793960168
376,SA2_m065_v20_Ye35_spec_2022-10-06.dat,0.065,0.2,0.35,1.2593001253243938,0.0014021325761217618,0.0004673775253738466,268.5690083036862,24793,0.0009347550507478042
377,SA2_m065_v20_Ye40_spec_2022-10-06.dat,0.065,0.2,0.4,2.1509195746310508,0.002389419168114859,0.0007964730560381383,117.6771967714618,24793,0.0015929461120764987
378,SA2_m065_v25_Ye15_spec_2022-10-10.dat,0.065,0.25,0.15,37.94774241589948,0.06515593159220145,0.05646847404657507,2.7211427928874605,23781,0.06081220281938826
379,SA2_m065_v25_Ye175_spec_2022-10-10.dat,0.065,0.25,0.175,25.87176450507386,0.03860476265696988,0.032665568402048706,4.282197005905246,23781,0.035635165529509294
380,SA2_m065_v25_Ye20_spec_2022-10-10.dat,0.065,0.25,0.2,13.819990534782756,0.02044410145785669,0.005111025364465505,16.08429985891879,23781,0.012777563411161097
381,SA2_m065_v25_Ye225_spec_2022-10-10.dat,0.065,0.25,0.225,9.726469955973537,0.014464413778897622,0.007232206889447923,15.430388306734496,23781,0.010848310334172773
382,SA2_m065_v25_Ye25_spec_2022-10-10.dat,0.065,0.25,0.25,0.7819680257710891,0.0008602912620033765,0.0002867637540011625,190.41940536167542,23781,0.0005735275080022695
383,SA2_m065_v25_Ye30_spec_2022-10-10.dat,0.065,0.25,0.3,1.4872941502970283,0.001649379401150286,0.000549793133716836,241.50390723254316,23781,0.001099586267433561
384,SA2_m065_v25_Ye35_spec_2022-10-10.dat,0.065,0.25,0.35,1.5883955723316319,0.001768180252798679,0.0005893934175995597,223.9487729270618,23781,0.0011787868351991193
385,SA2_m065_v25_Ye40_spec_2022-10-10.dat,0.065,0.25,0.4,0.4499982157170392,0.0004905219796176308,0.00016350732653924727,137.79017641952575,23781,0.000327014653078439
386,SA2_m08_v20_Ye175_spec_2022-10-11.dat,0.08,0.2,0.175,23.12654645920531,0.042935636068360594,0.025761381641014935,3.0435460541973534,24793,0.034348508854687765
387,SA2_m08_v20_Ye225_spec_2022-10-11.dat,0.08,0.2,0.225,5.18385150136905,0.007667805115033843,0.0038339025575169217,20.234888380558406,24793,0.0057508538362753825
388,SA2_m08_v25_Ye15_spec_2022-10-10.dat,0.08,0.25,0.15,35.927059313889444,0.06653771640216632,0.05323017312173306,2.5867207087096498,23781,0.05988394476194969
389,SA2_m08_v25_Ye175_spec_2022-10-10.dat,0.08,0.25,0.175,24.347423703384614,0.036443146066183374,0.03363982713802116,4.140861457736154,23781,0.03504148660210227
390,SA2_m08_v25_Ye20_spec_2022-10-10.dat,0.08,0.25,0.2,12.969021586206042,0.01929861740313754,0.009649308701566994,14.68168416981631,23781,0.014473963052352268
391,SA2_m08_v25_Ye225_spec_2022-10-10.dat,0.08,0.25,0.225,9.096957510071187,0.013497151890190295,0.006748575945096036,14.026379976942062,23781,0.010122863917643166
392,SA2_m08_v25_Ye25_spec_2022-10-10.dat,0.08,0.25,0.25,0.7371581212585496,0.0008115604031903034,0.0002705201343967678,194.235381067876,23781,0.0005410402687935356
393,SA2_m08_v25_Ye30_spec_2022-10-10.dat,0.08,0.25,0.3,1.3786950427485467,0.0015207722697205828,0.0005069240899067129,254.31521265556728,23781,0.0010138481798136478
394,SA2_m08_v25_Ye35_spec_2022-10-10.dat,0.08,0.25,0.35,1.4823460120935772,0.001649379401150508,0.000549793133716836,228.9316018069591,23781,0.001099586267433672
395,SA2_m08_v25_Ye40_spec_2022-10-10.dat,0.08,0.25,0.4,0.41832638035295067,0.00045708176905179254,0.00015236058968393085,140.57736673343388,23781,0.0003047211793678617
